1515801600000,64354920,946.89,60674711,820.83,72040400,603.00,36256008,570.00,55678593,369.30,38331232,369.00,66286968,358.17,67258604,356.48,14031584,345.90,57048689,341.40
1515888000000,73137363,310.50,49620833,210.60,76781058,188.10,57229288,179.31,27077287,170.10,12443097,157.80,45524127,157.50,34502232,154.52,3017681,149.70,337474,129.90
1515974400000,51878992,610.80,2073520,581.30,57048689,518.60,9271683,516.78,35448296,497.76,23078829,428.71,51878992,363.60,31713359,312.00,16989055,300.75,38331232,294.90
1516060800000,65614411,849.75,38331232,803.70,1246834,586.74,25141914,556.50,15468661,540.58,68214711,510.30,74791119,505.89,17078606,436.50,67565529,430.30,18312178,426.00
1516147200000,63651819,960.10,57916836,851.40,33421419,771.54,73512218,647.21,54928688,630.30,70901036,578.90,49906049,533.10,63336211,490.60,67057626,481.80,64540670,420.10
1516233600000,60230477,428.01,62507509,362.46,56342659,332.10,51878992,255.60,31600138,254.84,74691226,250.92,60205911,246.22,34835062,222.00,69952717,220.10,64706708,183.50
1516320000000,56825716,831.60,81039269,712.47,54291020,710.82,106834,611.82,78514751,440.30,64270364,408.58,77745411,399.30,36136382,386.14,57048689,373.20,38331232,365.10
1516406400000,48038238,803.22,1067566,627.66,57048689,524.70,60851162,412.70,63775488,399.60,57048689,389.40,72473320,377.85,63591393,375.10,4059147,360.40,37987242,350.90
1516492800000,60547014,255.83,3693550,243.30,51878992,230.50,72863708,220.80,73144719,207.90,3770357,206.80,39244115,197.60,35591703,194.40,31294013,193.50,38331232,190.70
1516579200000,20990381,462.04,32794980,437.40,22528152,353.22,38331232,302.40,19395153,299.10,72248853,292.71,46918499,267.09,5340020,267.00,53014452,251.54,234516,249.30
1516665600000,38331232,690.69,44784364,663.63,76012420,578.86,66476244,528.60,69678834,517.44,61172258,417.45,62372348,410.19,61986282,389.11,68331000,377.23,18557294,357.47
1516752000000,79666928,614.58,65183669,558.15,57901448,372.57,31638827,371.10,45086985,313.58,61828930,297.78,51878992,270.30,76992358,262.72,30138999,247.29,51001833,244.80
1516838400000,39620600,633.39,854488,622.71,75911032,529.11,25141914,502.50,80543630,471.32,78605904,385.11,57101688,384.78,58720782,348.60,16603388,345.60,28570285,330.74
1516924800000,1927937,930.39,84538667,668.99,62380218,639.80,17231624,599.40,30771940,555.30,53453269,504.90,62354834,479.10,2073520,477.30,69745052,469.05,78825847,455.70
1517011200000,12582762,1102.80,57048689,1063.50,25504325,997.80,2073520,903.90,40118532,710.20,56166904,590.70,43644377,550.20,40118532,445.25,48110597,420.90,57048689,397.50
1517097600000,23078829,694.10,7531892,567.30,38371156,525.44,51878992,406.20,67628274,386.88,51878992,318.90,1460968,307.35,16909680,253.70,2073520,253.20,19290034,216.30
1517184000000,12949267,1072.83,67691516,817.74,9271683,671.22,57048689,581.40,33709294,513.89,64440825,459.30,29109674,448.80,51878992,428.90,54072062,414.60,59460227,411.80
1517270400000,14480101,639.66,64389788,516.24,56907400,473.01,38702362,460.68,34881871,450.45,40554705,408.29,64484784,394.20,63119682,350.70,20556626,346.83,83543404,330.33
1517356800000,77640573,261.81,17660585,241.02,75911032,208.31,67798076,186.45,73137363,169.74,80548680,145.94,55199711,133.77,54409812,128.78,5613034,91.20,73024304,80.70
1517443200000,49906049,957.33,40118532,938.97,70590156,927.75,77954107,777.90,62266564,747.12,65067919,728.10,3017681,680.25,61336885,633.60,57048689,602.30,62457664,497.97
1517529600000,4120391,1004.93,35560173,874.29,63119682,828.42,1706461,799.38,72918945,692.79,28828459,666.72,68752205,648.78,25141914,629.76,75911032,606.66,55678593,580.51
1517616000000,78434669,564.05,2073520,523.50,5310634,507.00,76295192,492.03,38331232,468.60,57048689,430.20,3770357,425.60,53020238,416.13,66145543,391.20,52197876,375.20
1517702400000,25141914,283.80,14668198,269.40,7575776,239.40,55678593,232.80,422086,202.20,76155253,189.30,47123844,173.70,45502378,173.10,674963,153.90,5310634,145.50
1517788800000,40118532,673.65,38834377,634.59,57048689,613.50,57285736,542.19,37061451,527.70,76340271,492.48,39620600,404.70,48123381,379.54,56920506,376.80,355880,375.30
1517875200000,2258463,767.25,47517981,687.72,84222047,605.88,44060027,517.44,83405804,501.27,48178156,412.95,65353134,397.32,68832694,392.10,50527257,379.91,65698912,367.37
1517961600000,67570194,598.62,2375860,511.29,21286079,506.34,46062714,471.90,79257649,424.46,20394985,409.20,49906049,403.05,57048689,389.30,62269531,365.10,41824747,363.99
1518048000000,10344179,525.69,41126079,519.90,50341182,486.87,5340020,459.00,73876065,452.10,19551995,436.05,51878992,420.30,78240529,397.98,33605332,390.60,51878992,389.10
